id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
859804,MonsterDykë,MonsterDykë,2021,en,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MONSTER DYKË,The poster prominently displays the exact title 'MONSTER DYKË' matching the catalog entry.,2.249,
859992,Thirty Dangerous Seconds,Thirty Dangerous Seconds,1973,en,en,349,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Thirty Dangerous Seconds,"The poster prominently displays the title 'THIRTY DANGEROUS SECONDS' and features the director's name, matching the catalog entry.",1.962,
860488,Full Moon,Полнолуние,1993,ru,cv,34,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,ПОЛНОЛУНИЕ,"The poster displays the exact title ""ПОЛНОЛУНИЕ"" matching the catalog entry, and the visual style aligns with the film's genre.",2.286,
861043,Boys Night,Boys Night,2021,en,en,119,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BOYS Night,The poster displays the exact title 'BOYS Night' matching the catalog entry.,1.559,
861717,Finde,Finde,2021,es,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FINDE,"The poster prominently displays the title 'FINDE' in large, clear text, matching the catalog entry.",1.305,
861818,Boomika,பூமிகா,2021,ta,en,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Ayden,"The poster features a forest setting and a central female figure, aligning with the visual style of the film 'Boomika', and the visible text 'Ayden' may be part of the title or branding.",1.954,
862131,Casket Climber Insect God,Casket Climber Insect God,2006,en,af,17,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CASKET CLIMBER Insect God,The poster displays the exact title 'CASKET CLIMBER Insect God' and features iconic horror imagery matching the film's theme.,3.009,
862239,Lucia,Lucia,2021,en,id,528,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,LUCIA,"The poster clearly displays the title 'LUCIA' in large red letters, matching the catalog film title.",2.751,
862453,The Wind of Ghost,鬼風吹,1974,zh,en,64,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,鬼風吹,The poster displays the original Chinese title 鬼風吹 and matches the visual style typical of 1970s Hong Kong horror films.,1.062,
862789,Garin Movie Project,การิน ปริศนาคดีอาถรรพ์,2012,en,en,144,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,การิน ปริศนาคดีอาถรรพ์,The poster displays the Thai title matching the catalog entry and features the same visual style and branding as the film.,1.73,
863177,Scream of the Forest: People Who Disappeared,숲의 비명: 사라진 사람들,2021,ko,en,80,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,숲의 비명: 사라진 사람들,The poster displays the exact title and matches the visual style of a horror film.,1.591,
863295,Mortuary of the Dead,Mortuary of the Dead,,,it,28,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,uncertain,0.3,,The image is unclear and does not provide enough information to determine if it matches the catalog film entry.,2.079,
863438,,,,,de,242,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,WHO WATCHED THEM DIE?,The poster displays the exact title 'WHO WATCHED THEM DIE?' and matches the visual style typical of horror films.,1.287,
863443,How to make brownies,How to make brownies,2021,en,,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,,"The image shows a person preparing food, not a horror movie poster.",2.049,
863596,Case #3809 - The Eldritch Mortician,Case #3809 - The Eldritch Mortician,2021,en,en,12,0.2,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Eldritch Mor,The visible text 'Eldritch Mor' matches the catalog title 'Case #3809 - The Eldritch Mortician' and the style is consistent with horror genre artwork.,0.98,
863672,,,,,en,74,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Delicious,The poster clearly displays the title 'Delicious' and features a striking visual that aligns with the thematic elements often associated with horror or thriller genres.,1.459,
863848,Audition: Found Footage Film,Audition: Found Footage Film,2022,en,en,71,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,AUDITION,The poster displays the exact title 'AUDITION' and features horror-themed imagery consistent with a found footage film.,1.732,
863874,Tercera caída,Tercera caída,2021,es,es,147,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TERCERA CAIDA,The poster displays the exact title 'TERCERA CAIDA' matching the catalog entry.,1.353,
864531,Chandralekha,ಚಂದ್ರಲೇಖಾ,2014,kn,id,69,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,ಚಂದ್ರಲೇಖಾ,"The poster displays the title ""ಚಂದ್ರಲೇಖಾ"" and features the lead actors consistent with the 2014 Kannada film.",1.543,
864536,Thug,Thug,,,en,183,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THUG,The poster prominently displays the title 'THUG' and matches the expected branding for the film.,3.555,
864685,BLINDFÏELD,BLINDFÏELD,2020,fr,fr,51,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BLINDFIELD,"The poster displays the exact title 'BLINDFIELD' and features the lead actress Audrey Harzouné, matching the catalog entry.",1.974,
865356,Guilstein,ギルスティン,2002,ja,en,143,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Guilstein ギルスティン,"The poster displays the exact title 'Guilstein' and the original Japanese title 'ギルスティン', matching the catalog entry.",1.592,
865502,All Catacombs Are Grey,Sve su katakombe sive,2013,hr,en,43,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,,The image does not contain any title or branding related to 'All Catacombs Are Grey'.,1.44,
865549,Superstición,Superstición,2014,es,es,459,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SUPERSTICIÓN,The poster displays the exact title 'SUPERSTICIÓN' and features the expected horror aesthetic matching the film's branding.,0.843,
866337,Jacinto,Jacinto,2021,gl,en,182,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,JACINTO,"The poster prominently displays the title 'JACINTO' in large, stylized lettering, matching the catalog film title.",1.683,
866343,Torcidos,Torcidos,2021,es,es,20,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TORCIDOS,"The poster prominently displays the title 'TORCIDOS' in large, stylized text, matching the catalog entry.",1.425,
866672,Princesse,Princesse,2010,fr,jv,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,PRINCESSE,The visible title 'PRINCESSE' matches the catalog film title exactly.,1.571,
868537,The Fox With Nine Tails,九尾の狐と飛丸,1968,ja,en,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,九尾の狐と飛丸,"The poster features a prominent fox spirit and a swordsman, aligning with the title and visual themes of The Fox With Nine Tails.",2.02,
869046,Hysteria,Hysteria,2010,en,et,446,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HYSTERIA,"The poster prominently displays the title 'HYSTERIA' in large, stylized lettering, matching the catalog film title.",1.279,
869066,Buddha Powers,Buddha Powers,2004,en,en,27,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,スーパーパワーズ 超絶VS爆電戦,"The poster prominently displays the title ""スーパーパワーズ 超絶VS爆電戦"" which translates to ""Super Powers: Ultimate vs Explosive Battle,"" matching the catalog title ""Buddha Powers"" and the year 2004.",1.425,
869089,Adiala,Adiala,2021,ar,en,535,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ADALA,The poster prominently displays the title 'ADALA' matching the catalog entry.,0.9,
869291,Cuckoo,Cuckoo,2024,en,es,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Cuckoo,The visible title 'Cuckoo' on the headband matches the catalog film title.,1.725,
869378,Toxic from space,Il mostro tossico,2010,it,it,43,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,IL MOSTRO TOSSICO,Title matches catalog entry exactly and style fits horror theme.,1.224,
869618,Pipeline,Pipeline,2007,en,en,53,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PIPELINE,The poster displays the exact title 'PIPELINE' and matches the expected branding and imagery for the film.,1.51,
870182,Seagull,Seagull,2019,en,es,249,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SEAGULL,"The poster prominently displays the title 'SEAGULL' in large red letters, matching the catalog film title.",1.604,
870186,Canvas,Canvas,2021,en,es,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,CANVAS,"The poster displays the title 'CANVAS' in large, stylized red text, matching the catalog film title.",2.034,
870619,Flesh,Flesh,2021,en,de,55,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FLESH,"The poster displays the exact title 'FLESH' and the tagline 'YOU AREN'T WHAT YOU EAT,' matching the catalog entry.",1.731,
870914,Zero4D,Zero4D,2004,ja,en,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Zero4D,The poster prominently displays the title 'Zero4D' and matches the visual style and branding of the film.,1.363,
870957,Nagual: The Sin Eater,Nagual: The Sin Eater,2021,en,en,18,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NAGUAL THE SIN EATER,The poster displays the exact title 'NAGUAL THE SIN EATER' matching the catalog entry.,1.252,
871602,深潜日,深潜日,2021,zh,en,75,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,深潜日,"The poster displays the exact title ""深潜日"" and features underwater imagery consistent with the film's theme.",0.932,
871654,Mystic Xrossing,Mystic Xrossing,2018,en,id,449,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Mystic Xrossing,The poster displays the exact title 'Mystic Xrossing' and features the expected cast and horror-themed imagery.,1.022,
872185,Diálogo,Diálogo,2021,pt,sr,26,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,DIÁLOGO,"The poster prominently displays the title 'DIÁLOGO' in large, stylized text, matching the catalog entry.",1.625,
872278,,,,,en,126,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE VEIL OF ISOLATION,"The poster displays the exact title 'THE VEIL OF ISOLATION' and features the main actress Natalie Martins, matching the catalog entry.",1.307,
872325,Detak,Detak,2021,en,en,39,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DETAK,The poster displays the exact title 'DETAK' matching the catalog entry.,1.31,
872376,Snakes and Ladders,Snakes and Ladders,,,en,117,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SNAKE O CLADDERS,The poster displays the exact title 'SNAKE O CLADDERS' matching the catalog entry.,1.556,
872466,Satanika,サタニカ,1998,en,so,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Satanika,"The poster prominently displays the title 'Satanika' and features stylized, demonic imagery consistent with the film's branding.",1.314,
872671,Zomblogalypse,Zomblogalypse,2022,en,en,14,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ZOMBLOGALYPS,The poster displays the exact title 'ZOMBLOGALYPS' and features stylized zombie and post-apocalyptic imagery consistent with the film's theme.,1.182,
872715,Die at Home - Phase II: Containment,Muérete en Casa - Fase II: Contención,2020,es,en,724,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MUÉRETE EN CASA,"Poster title matches the original title of the catalog film, and the year aligns with the festival selections shown.",2.076,
872721,MetaVision,MetaVision,,,en,113,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,METAVISION,The poster clearly displays the title 'METAVISION' and features imagery consistent with a horror film.,1.249,
872751,Relembre da Carne,Relembre da Carne,2001,pt,pt,83,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,RELEMERE DA CARNE,The poster displays the exact title 'RELEMERE DA CARNE' matching the catalog entry.,1.839,
872800,Cat City,猫町,2006,ja,en,28,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,猫町,"The poster features stylized cats in human attire, matching the iconic visual style of 'Cat City,' and includes the original Japanese title '猫町' along with the year 2006, aligning with the catalog entry.",3.929,
872848,劇場版 ほんとうにあった怖い話～事故物件芸人3～,劇場版 ほんとうにあった怖い話～事故物件芸人3～,2021,ja,id,53,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,劇場版 ほんとうにあった怖い話～事故物件芸人3～,The poster displays the exact title and imagery consistent with the catalog entry.,2.284,
872886,Bewere!,Bewere!,2019,en,fi,243,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BEWERE,The poster prominently displays the title 'BEWERE' matching the catalog entry.,1.87,
872940,,,,,fi,14,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,SHALLOW GRAVES,"The poster displays the exact title 'SHALLOW GRAVES' in bold red text, matching the catalog entry.",1.276,
873559,Z-Stuy,Z-Stuy,2018,en,en,177,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Z-STUY,The poster clearly displays the title 'Z-STUY' and features the main cast members listed in the catalog.,1.886,
873620,The House of Headless Ghost,บ้าน..ผีหัวขาด,1994,th,en,148,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,บ้าน..ผีหัวขาด,"The poster displays the original Thai title ""บ้าน..ผีหัวขาด"" matching the catalog entry.",1.459,
873973,Fresh Hell,Fresh Hell,2021,en,en,53,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FRESH HELL,The poster displays the exact title 'FRESH HELL' and matches the described horror theme.,1.126,
874544,,,,,en,197,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,SOULS OF BLACK PEBBLES,"The poster displays the exact title 'SOULS OF BLACK PEBBLES' and branding for 'A CAGEDBIRDS PRODUCTION', matching the catalog entry.",1.619,
874565,Custodes,Custodes,2021,it,en,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CUSTODES,"The poster displays the exact title 'CUSTODES' and features a stylized, horror-themed silhouette of a house against a red moonlit forest, aligning with the film's branding.",0.947,
874605,The Freddy Krueger Special,The Freddy Krueger Special,1988,en,en,14,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,The Freddy Krueger Special,"The poster features Freddy Krueger's iconic sweater and the MTV 1 Hour Special branding, aligning with the catalog entry.",1.995,
874756,Kabut,Kabut,2021,en,bs,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KABUT,The poster displays the exact title 'KABUT' matching the catalog entry.,3.029,
874832,,,,,en,405,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PART OF ME,The poster displays the exact title 'PART OF ME' and matches the listed director and cast from the catalog entry.,1.517,
874973,Was That You ?,Was That You ?,2021,en,en,32,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Was That You?,"The poster displays the exact title 'Was That You?' and the subtitle 'A Shadow Never Goes,' matching the catalog entry.",1.296,
875334,David,David,2020,en,en,23,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,David,The poster prominently displays the title 'David' and features a horror-themed image consistent with the film's genre.,1.538,
875799,Kori,Kori,1997,de,de,85,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Kori,The poster displays the exact title 'Kori' and matches the expected visual style for the film.,3.233,
875875,,,,,nl,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.5,FLESH,"The poster displays the word 'FLESH' and a stylized deer antler, but lacks clear film-specific imagery or additional title context to confirm a match.",1.099,
875915,Burn the Bitch,Burn the Bitch,2021,en,nl,657,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Burn the Bitch,The poster prominently displays the title 'Burn the Bitch' and matches the year 2021 as indicated on the poster.,1.629,
875989,Midnight Snack,Midnight Snack,2020,en,ro,105,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MIDNIGHT SNACK,"The poster displays the exact title 'MIDNIGHT SNACK' in stylized text, matching the catalog entry.",1.483,
876355,Oblívio,Oblívio,2021,pt,en,139,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ORLÍVIO,"The poster displays the exact title 'ORLÍVIO' matching the catalog film, with consistent visual style and artist credit.",1.402,
876411,Sībĭlum,Sībĭlum,2021,it,it,41,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SĪBĪLUM,The poster displays the exact title 'SĪBĪLUM' matching the catalog entry.,1.415,
876600,,,,,en,195,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,BAD DREAMS,"The poster clearly displays the title 'BAD DREAMS' and features stylized, eerie imagery consistent with a horror theme.",1.535,
876874,Magic Moon 2,กึ๋ยทู สยึมกึ๋ย 2,1995,th,en,245,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,กึ๋ยทู,"The poster displays the Thai title ""กึ๋ยทู"" matching the catalog entry and features the expected group of characters in a stylized pose.",2.012,
876932,,,,,en,26,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,THE CRUDE CRYPT VOLUME ONE,The poster displays the exact title text matching the catalog entry.,1.237,
877024,,,,,en,122,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE MONSTER,The poster clearly displays the title 'THE MONSTER' and matches the visual style and branding of a horror film.,1.467,
877260,Contorted,뒤틀린 집,2022,ko,en,292,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CONTORED,The poster displays the exact title 'CONTORED' matching the catalog entry.,0.989,
877813,Withdrawal,Кумар,2021,uk,en,156,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,KYMAP,"The poster displays the title 'KYMAP' in large red letters, matching the original title 'Кумар' transliterated, and the visual style aligns with a horror film.",1.465,
877907,Bug Bites!,Bug Bites!,2021,en,et,155,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE BUG BITES?,"The poster prominently displays the title ""THE BUG BITES?"" in large, bold text, matching the catalog film title ""Bug Bites!"" and the year 2021 is indicated by the copyright notice.",1.8,
878113,,,,,en,169,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MOTHER MORTIS: AWAKENING,The poster clearly displays the title 'MOTHER MORTIS: AWAKENING' and matches the branding of the film.,1.734,
878342,Satanikus,Satanikus,1997,pt,pt,168,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SATANIKUS,The poster displays the exact title 'SATANIKUS' and matches the expected visual style for a horror film.,1.644,
879303,haneelam,הנעלם,2001,he,tl,22,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,הנעלם,The poster displays the Hebrew title 'הנעלם' matching the catalog entry.,1.743,
879305,Glimpse,Glimpse,2019,en,en,35,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GLIMPSE,The poster displays the exact title 'GLIMPSE' matching the catalog entry.,1.334,
879442,EPC03 - Female Body Collection - Stewardess Risa,EPC03 - Female Body Collection - Stewardess Risa,1998,ja,en,32,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,女体顕現,"The poster features Japanese text matching the catalog title and year, and the visual style aligns with the genre.",1.337,
880271,Tranvía,Tranvía,,,it,106,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TRANVIA,The poster displays the exact title 'TRANVIA' matching the catalog entry.,1.743,
880322,Sucesión,Sucesión,2021,es,es,420,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SUCESIÓN,"The poster displays the exact title 'SUCESIÓN' matching the catalog entry, with consistent visual style and bilingual credits.",0.98,
880370,Missing,行方不明,2012,en,nl,21,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,行方不明,"The poster displays the exact title ""行方不明"" matching the catalog entry.",1.754,
880623,,,,,en,79,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MOOPET PASTOR,"The poster clearly displays the title 'MOOPET PASTOR' and features distinctive puppet characters, matching the expected branding for this film.",2.535,
880780,Idiot,இடியட்,2022,ta,la,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,இடியட்,"The poster displays the Tamil title 'இடியட்' matching the catalog entry, and the visual style aligns with the film's branding.",1.49,
881070,,,,,ht,31,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KILLARA,"The poster clearly displays the title 'KILLARA' and features the director's name, matching the catalog entry.",1.063,
881194,Bondage: Angel in White,緊縛 白衣の天使,1983,ja,en,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,緊縛 白衣の天使,The poster displays the exact original Japanese title and features imagery consistent with the film's theme.,1.515,
881317,Making a Monster Movie: Inside 'the Howling',Making a Monster Movie: Inside 'the Howling',1981,en,en,29,0.1667,0.1667,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,THE HOWLING,"The text on the poster explicitly references 'THE HOWLING' and identifies Joe Dante as the director, aligning with the catalog entry.",1.395,
881424,,,,,et,370,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HELL NO,"The poster clearly displays the title 'HELL NO' and lists the director and main cast, matching the catalog entry.",1.719,
881573,江南奇冤,江南奇冤,2004,zh,tl,68,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,江南奇冤,"The poster displays the exact title ""江南奇冤"" matching the catalog entry.",1.776,
881828,Better Safe Than Sorry,Better Safe Than Sorry,2021,en,,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Better Safe Than Sorry,The poster features the exact title 'Better Safe Than Sorry' and matches the visual style and elements typical of the film.,6.374,
881882,Faye,Faye,2022,en,it,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FAYE,"The poster prominently displays the title 'FAYE' in large, clear text, matching the catalog entry.",0.983,
882149,Cold Bodies Pile High,Bezķermenis,2021,lv,en,29,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,COLD BODIES PILE HIGH,"The poster text matches the catalog title exactly, and the style is consistent with a horror film.",1.225,
882405,Génesis,Génesis,2021,es,es,331,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GÉNESIS,"The poster displays the exact title 'GÉNESIS' and credits the director Rubén Sánchez, matching the catalog entry.",1.4,
882418,MIsogyny,MIsogyny,2012,en,en,410,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MISOGYNY,"The poster displays the exact title 'MISOGYNY' matching the catalog entry, with matching year and branding.",1.492,
882488,Night,Night,,,en,85,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,NIGHT,The poster prominently displays the title 'NIGHT' and matches the catalog entry.,1.454,
882535,Shororipu 2: Jotugriho,ষড়রিপু ২: জতুগৃহ,2021,bn,en,88,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ষড়রিপু ২,The poster displays the exact title 'ষড়রিপু ২' matching the catalog entry and includes release year 2021.,2.147,
882754,Rust Belt Driller,Rust Belt Driller,2022,en,en,44,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,RUSTBELT DRILLER,The poster displays the exact title 'Rust Belt Driller' and features horror-themed imagery consistent with the film's genre.,2.11,
882806,Gay Teen Werewolf,Gay Teen Werewolf,,,fi,385,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Gay Teen Werewolf,The poster clearly displays the title 'Gay Teen Werewolf' and features imagery consistent with the film's branding.,1.508,
883034,Vore Gore,Vore Gore,2021,en,sv,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VORE GORE,"The poster displays the exact title 'VORE GORE' in large, stylized text, matching the catalog entry.",1.524,
883057,诡影迷情,诡影迷情,2015,zh,en,274,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,诡影迷情,The poster displays the exact title '诡影迷情' and features stylized imagery consistent with the film's known aesthetic.,1.487,
883089,,,,,en,163,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VERIFIED,The poster clearly displays the title 'VERIFIED' and features branding consistent with the film's promotional material.,1.057,
883428,Shororipu 1,ষড়রিপু ১,2016,en,fi,355,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ষড়রিপু,"The poster displays the exact title 'ষড়রিপু' matching the catalog entry, and the visual style aligns with the film's branding.",1.702,
883685,Gekijouban Hontou ni atta kowai hanashi jiko bukken geinin,本当にあった怖い話 ～事故物件芸人～,2021,ja,it,73,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,劇場版 本当にあった怖い話 事故物件芸人,Poster displays the exact title and imagery consistent with the catalog entry.,1.706,
883891,The Making of Saw,The Making of Saw,2004,en,en,202,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SAW,"The poster displays the iconic 'SAW' title and a hand, which are strongly associated with the Saw franchise, matching the catalog entry for 'The Making of Saw'.",1.229,
884184,Consecration,Consecration,2023,en,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CONSECRATION,"The poster displays the exact title 'CONSECRATION' and features a stylized cross with a red serpent, matching the film's branding.",1.457,
884304,Only Another Day,Only Another Day,,,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,ONLY ANOTHER DAY,The poster prominently displays the title 'ONLY ANOTHER DAY' matching the catalog entry.,1.858,
884402,Boo!,Boo!,,,et,631,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BOO!,"The poster prominently displays the title 'BOO!' and features imagery consistent with a horror or spooky theme, matching the catalog entry.",1.401,
884415,,,,,en,74,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KEEPSAKE,"The poster displays the title 'KEEPSAKE' and branding as a Nathan Hine film, matching the catalog entry.",1.298,
884490,Nước Chảy Hoa Trôi (Reborn),Nước Chảy Hoa Trôi (Reborn),2021,vi,en,40,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,TRUNG QUAN DENIS DANG,The poster features the same stylized title and visual elements consistent with the film's branding.,1.674,
884506,,,,,en,123,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ITCH,"The poster clearly displays the title 'ITCH' and features imagery consistent with a horror film, matching the catalog entry.",1.453,
